春	春	春	chun1	chūn	spring (season); joyful	0
須	?	?	?	?	?	0
承	?	?	?	?	?	0
案	?	?	?	?	?	0
忙	忙	忙	mang2	máng	busy	0
呼	?	?	?	?	?	0
树	樹	樹	shu4	shù	tree	0
痛	?	?	?	?	?	0
沉	?	?	?	?	?	0
啊	啊	啊	a5	a	ah; (particle showing elation, doubt, puzzled surprise, or approval)	0
靈	?	?	?	?	?	0
職	?	?	?	?	?	0
鄉	?	?	?	?	?	0
細	?	?	?	?	?	0
訴	?	?	?	?	?	0
態	?	?	?	?	?	0
停	停	停	ting2	tíng	to stop; to halt; to park (a car)	0
印	?	?	?	?	?	0
筆	?	?	?	?	?	0
夏	夏	夏	xia4	xià	summer	0
助	?	?	?	?	?	0
福	?	?	?	?	?	0
块	塊	塊	kuai4	kuài	lump; (mw: piece, chunk, sum of money)	0
冷	冷	冷	leng3	lěng	cold	0
球	?	?	?	?	?	0
姑	?	?	?	?	?	0
划	劃	劃	hua4, hua2	huà, huá	delimit; to transfer; assign | to row; to paddle; to scratch	0
既	?	?	?	?	?	0
質	?	?	?	?	?	0
巴	?	?	?	?	?	0
致	?	?	?	?	?	0
灣	?	?	?	?	?	0
演	?	?	?	?	?	0
木	?	?	?	?	?	0
韋	?	?	?	?	?	0
怪	?	?	?	?	?	0
圍	?	?	?	?	?	0
靜	?	?	?	?	?	0
旁	?	?	?	?	?	0
園	?	?	?	?	?	0
否	?	?	?	?	?	0
副	副	副	fu4	fù	vice-; secondary; auxiliary; deputy; assistant; classifier for pairs (i.e. glasses)	0
輯	?	?	?	?	?	0
采	?	?	?	?	?	0
食	?	?	?	?	?	0
登	?	?	?	?	?	0
够	夠	夠	gou4	gòu	enough; to reach	0
賽	?	?	?	?	?	0
米	米	米	mi3	mǐ	rice; meter (Kangxi radical 119)	0
假	假	假	jia3, jia4	jiǎ, jià	fake; if; borrow | vacation; holiday	0
較	?	?	?	?	?	0
姐	?	?	?	?	?	0
楼	樓	樓	lou2	lóu	story; floor; (multi-story) building	0
獲	?	?	?	?	?	0
孫	?	?	?	?	?	0
宣	?	?	?	?	?	0
穿	穿	穿	chuan1	chuān	to wear; put on; penetrate	0
诗	詩	詩	shi1	shī	poem; poetry; verse	0
歌	?	?	?	?	?	0
速	?	?	?	?	?	0
忽	?	?	?	?	?	0
堂	?	?	?	?	?	0
敵	?	?	?	?	?	0
试	試	試	shi4	shì	to try; to test; examination	0
謝	?	?	?	?	?	0
央	?	?	?	?	?	0
懷	?	?	?	?	?	0
顧	?	?	?	?	?	0
驗	?	?	?	?	?	0
營	?	?	?	?	?	0
止	?	?	?	?	?	0
姓	姓	姓	xing4	xìng	surname; family name	0
養	?	?	?	?	?	0
麗	?	?	?	?	?	0
屬	?	?	?	?	?	0
景	?	?	?	?	?	0
郭	?	?	?	?	?	0
依	?	?	?	?	?	0
威	?	?	?	?	?	0
按	?	?	?	?	?	0
惡	?	?	?	?	?	0
慢	慢	慢	man4	màn	slow	0
座	座	座	zuo4	zuò	(mw for mountains, bridges, tall buildings, etc.); | seat; base; stand; constellation	0
罪	?	?	?	?	?	0
維	?	?	?	?	?	0
漸	?	?	?	?	?	0
勝	?	?	?	?	?	0
藏	?	?	?	?	?	0
皇	?	?	?	?	?	0
街	?	?	?	?	?	0
激	?	?	?	?	?	0
異	?	?	?	?	?	0
摘	摘	摘	zhai1	zhāi	to pick (flowers, fruit, etc.); to pluck; to take; to borrow	0
角	角	角	jiao3, jue2	jiǎo, jué	horn; angle; unit of money (1/10 yuan); corner (Kangxi radical 148) | role (theater)	0
瞧	瞧	瞧	qiao2	qiáo	look at; see (colloquial)	0
負	?	?	?	?	?	0
施	?	?	?	?	?	0
模	?	?	?	?	?	0
草	草	草	cao3	cǎo	grass; straw; draft (of a document)	0
某	某	某	mou3	mǒu	a certain; some	0
银	銀	銀	yin2	yín	silver (the element)	0
露	?	?	?	?	?	0
阵	陣	陣	zhen4	zhèn	short period; disposition of troops; wave	0
值	?	?	?	?	?	0
班	班	班	ban1	bān	team; class; squad	0
层	層	層	ceng2	céng	(mw for layers, floors of buildings)	0
修	?	?	?	?	?	0
差	差	差	cha4	chà	differ from; fall short of; poor; inferior	0
味	?	?	?	?	?	0
織	?	?	?	?	?	0
药	藥	藥	yao4	yào	medicine; drug; cure; chemical	0
館	?	?	?	?	?	0
密	?	?	?	?	?	0
亮	亮	亮	liang4	liàng	bright; light; shiny	0
律	?	?	?	?	?	0
習	?	?	?	?	?	0
田	?	?	?	?	?	0
簡	?	?	?	?	?	0
免	?	?	?	?	?	0
毒	?	?	?	?	?	0
歸	?	?	?	?	?	0
波	?	?	?	?	?	0
型	?	?	?	?	?	0
屋	?	?	?	?	?	0
换	換	換	huan4	huàn	change; to exchange; to barter; to trade	0
救	救	救	jiu4	jiù	to save (life); to assist; to rescue	0
寄	寄	寄	ji4	jì	send by mail	0
帝	?	?	?	?	?	0
退	退	退	tui4	tuì	to retreat; decline; withdraw	0
洋	?	?	?	?	?	0
絲	?	?	?	?	?	0
湖	?	?	?	?	?	0
睡	?	?	?	?	?	0
勞	?	?	?	?	?	0
婦	?	?	?	?	?	0
伯	?	?	?	?	?	0
尼	?	?	?	?	?	0
皮	?	?	?	?	?	0
祖	?	?	?	?	?	0
雄	?	?	?	?	?	0
婚	?	?	?	?	?	0
康	?	?	?	?	?	0
評	?	?	?	?	?	0
追	追	追	zhui1	zhuī	pursue; chase	0
哈	哈	哈	ha1	hā	exhale; sip; (sound of laughter)	0
絡	?	?	?	?	?	0
店	?	?	?	?	?	0
翻	翻	翻	fan1	fān	to turn over; capsize; translate	0
環	?	?	?	?	?	0
禮	?	?	?	?	?	0
跑	?	?	?	?	?	0
超	?	?	?	?	?	0
葉	?	?	?	?	?	0
壓	?	?	?	?	?	0
占	占	占	zhan4	zhàn	occupy; seize; to constitute	0
均	?	?	?	?	?	0
永	?	?	?	?	?	0
烈	?	?	?	?	?	0
獎	?	?	?	?	?	0
婆	?	?	?	?	?	0
赶	趕	趕	gan3	gǎn	catch up; overtake; drive away	0
富	富	富	fu4	fù	wealthy	0
蘭	?	?	?	?	?	0
錄	?	?	?	?	?	0
画	畫	畫	hua4	huà	draw; picture; painting	0
遇	?	?	?	?	?	0
顿	頓	頓	dun4	dùn	pause; arrange; stamp feet; suddenly; (mw for meals)	0
藝	?	?	?	?	?	0
普	?	?	?	?	?	0
判	?	?	?	?	?	0
源	?	?	?	?	?	0
亿	億	億	yi4	yì	one hundred million (100,000,000)	0
素	?	?	?	?	?	0
船	船	船	chuan2	chuán	a boat; vessel; ship	0
繼	?	?	?	?	?	0
尚	?	?	?	?	?	0
嘴	嘴	嘴	zui3	zuǐ	mouth	0
察	?	?	?	?	?	0
雨	?	?	?	?	?	0
優	?	?	?	?	?	0
您	您	您	nin2	nín	you (polite)	0
險	?	?	?	?	?	0
煙	?	?	?	?	?	0
階	?	?	?	?	?	0
擔	?	?	?	?	?	0
散	?	?	?	?	?	0
板	?	?	?	?	?	0
鐘	?	?	?	?	?	0
訪	?	?	?	?	?	0
妹	?	?	?	?	?	0
伸	伸	伸	shen1	shēn	to stretch; extend	0
佛	?	?	?	?	?	0
限	?	?	?	?	?	0
討	?	?	?	?	?	0
臨	?	?	?	?	?	0
吳	?	?	?	?	?	0
摇	搖	搖	yao2	yáo	to shake; to rock	0
跳	?	?	?	?	?	0
曲	?	?	?	?	?	0
練	?	?	?	?	?	0
構	?	?	?	?	?	0
玩	玩	玩	wan2	wán	to play; have a good time; visit; enjoy	0
玉	玉	玉	yu4	yù	jade (Kangxi radical 96)	0
犯	?	?	?	?	?	0
廠	?	?	?	?	?	0
肯	?	?	?	?	?	0
協	?	?	?	?	?	0
幸	?	?	?	?	?	0
挥	揮	揮	hui1	huī	to wave; brandish; wield; wipe away	0
效	?	?	?	?	?	0
齊	?	?	?	?	?	0
封	?	?	?	?	?	0
溫	?	?	?	?	?	0
疑	?	?	?	?	?	0
肉	?	?	?	?	?	0
攻	?	?	?	?	?	0
紙	?	?	?	?	?	0
策	?	?	?	?	?	0
充	?	?	?	?	?	0
顶	頂	頂	ding3	dǐng	top; roof; carry on one's head; prop up; to butt; (mw for headwear, i.e. hats)	0
尋	?	?	?	?	?	0
寧	?	?	?	?	?	0
沙	?	?	?	?	?	0
防	?	?	?	?	?	0
抓	抓	抓	zhua1	zhuā	to carry in your hand holding strongly; catch; arrest	0
例	?	?	?	?	?	0
股	?	?	?	?	?	0
卖	賣	賣	mai4	mài	to sell	0
順	?	?	?	?	?	0
警	?	?	?	?	?	0
梦	夢	夢	meng4	mèng	to dream	0
劇	?	?	?	?	?	0
善	?	?	?	?	?	0
蒙	?	?	?	?	?	0
票	票	票	piao4	piào	ticket; bank note; a vote	0
良	?	?	?	?	?	0
范	?	?	?	?	?	0
堅	?	?	?	?	?	0
端	端	端	duan1	duān	end; beginning; extremity; carry holding something from the sides	0
靠	靠	靠	kao4	kào	depend on; lean on; near; to trust	0
雜	?	?	?	?	?	0
贵	貴	貴	gui4	guì	expensive; noble; honorable; Guizhou province (abbreviation)	0
怒	?	?	?	?	?	0
稿	?	?	?	?	?	0
拍	拍	拍	pai1	pāi	to clap; to pat; to shoot (pictures, a film); send (a telegram)	0
率	?	?	?	?	?	0
旧	舊	舊	jiu4	jiù	old; past; used	0
掉	掉	掉	diao4	diào	to drop; to fall	0
啦	啦	啦	la	la	sentence-final particle: a contraction of 了 (le) and 啊 (a)	0
莫	?	?	?	?	?	0
授	?	?	?	?	?	0
守	?	?	?	?	?	0
油	?	?	?	?	?	0
恩	?	?	?	?	?	0
積	?	?	?	?	?	0
益	?	?	?	?	?	0
县	縣	縣	xian4	xiàn	county; district	0
哭	哭	哭	ku1	kū	cry; weep	0
罷	?	?	?	?	?	0
庭	?	?	?	?	?	0
窗	?	?	?	?	?	0
揚	?	?	?	?	?	0
忘	?	?	?	?	?	0
午	?	?	?	?	?	0
卡	?	?	?	?	?	0
雪	雪	雪	xue3	xuě	snow	0
菜	菜	菜	cai4	cài	dish (type of food); vegetables	0
牌	?	?	?	?	?	0
牛	?	?	?	?	?	0
脱	脫	脫	tuo1	tuō	to shed; take off; to escape	0
博	?	?	?	?	?	0
丈	?	?	?	?	?	0
彈	?	?	?	?	?	0
洲	?	?	?	?	?	0
松	?	?	?	?	?	0
坏	壞	壞	huai4	huài	bad; broken	0
鄧	?	?	?	?	?	0
鮮	?	?	?	?	?	0
短	短	短	duan3	duǎn	short (in length, duration, or height); lack	0
畢	?	?	?	?	?	0
置	?	?	?	?	?	0
楚	?	?	?	?	?	0
歐	?	?	?	?	?	0
略	?	?	?	?	?	0
智	?	?	?	?	?	0
島	?	?	?	?	?	0
抗	?	?	?	?	?	0
妻	?	?	?	?	?	0
抱	抱	抱	bao4	bào	to hold; to hug; carry in one's arms; to cradle	0
載	?	?	?	?	?	0
敗	?	?	?	?	?	0
枪	槍	槍	qiang1	qiāng	gun; spear	0
適	?	?	?	?	?	0
虛	?	?	?	?	?	0
預	?	?	?	?	?	0
睛	?	?	?	?	?	0
刺	刺	刺	ci4	cì	thorn; to sting; to prick; pierce; stab	0
爹	?	?	?	?	?	0
紛	?	?	?	?	?	0
介	?	?	?	?	?	0
括	?	?	?	?	?	0
銷	?	?	?	?	?	0
降	?	?	?	?	?	0
鱼	魚	魚	yu2	yú	fish (Kangxi radical 195)	0
奔	?	?	?	?	?	0
忍	?	?	?	?	?	0
宗	?	?	?	?	?	0
盤	?	?	?	?	?	0
耳	?	?	?	?	?	0
野	?	?	?	?	?	0
訊	?	?	?	?	?	0
配	?	?	?	?	?	0
禁	?	?	?	?	?	0
索	?	?	?	?	?	0
趙	?	?	?	?	?	0
默	?	?	?	?	?	0
徒	?	?	?	?	?	0
架	?	?	?	?	?	0
灯	燈	燈	deng1	dēng	lamp; light	0
峰	?	?	?	?	?	0
狀	?	?	?	?	?	0
款	?	?	?	?	?	0
移	?	?	?	?	?	0
爸	?	?	?	?	?	0
托	?	?	?	?	?	0
洪	?	?	?	?	?	0
升	升	升	sheng1	shēng	rise; hoist; promote; liter	0
伙	?	?	?	?	?	0
訂	?	?	?	?	?	0
毫	?	?	?	?	?	0
狐	?	?	?	?	?	0
鎮	?	?	?	?	?	0
床	?	?	?	?	?	0
互	?	?	?	?	?	0
套	套	套	tao4	tào	cover; (mw for sets of things); tie together	0
旅	?	?	?	?	?	0
逃	逃	逃	tao2	táo	to escape; run away; flee	0
骂	罵	罵	ma4	mà	scold; curse; condemn; verbally abuse	0
输	輸	輸	shu1	shū	to transport; to lose (a game, etc.)	0
唱	?	?	?	?	?	0
靖	?	?	?	?	?	0
秘	?	?	?	?	?	0
詞	?	?	?	?	?	0
困	困	困	kun4	kùn	sleepy; surround; hard-pressed	0
淚	?	?	?	?	?	0
熟	?	?	?	?	?	0
財	?	?	?	?	?	0
鬼	?	?	?	?	?	0
骨	?	?	?	?	?	0
申	?	?	?	?	?	0
欲	?	?	?	?	?	0
征	?	?	?	?	?	0
私	?	?	?	?	?	0
舞	?	?	?	?	?	0
秋	秋	秋	qiu1	qiū	autumn; fall; harvest time	0
巨	?	?	?	?	?	0
迎	?	?	?	?	?	0
秀	?	?	?	?	?	0
搞	搞	搞	gao3	gǎo	do; make; be engaged in	0
丁	丁	丁	ding1	dīng	male adult; robust; cubes (of food); T-shaped (4th Heavenly Stem)	0
吸	?	?	?	?	?	0
審	?	?	?	?	?	0
遍	遍	遍	bian4	biàn	a time; everywhere; turn; (mw for times or turns)	0
墙	牆	牆	qiang2	qiáng	wall	0
朱	?	?	?	?	?	0
聖	?	?	?	?	?	0
避	?	?	?	?	?	0
躍	?	?	?	?	?	0
忌	?	?	?	?	?	0
桌	?	?	?	?	?	0
執	?	?	?	?	?	0
悲	?	?	?	?	?	0
域	?	?	?	?	?	0
曉	?	?	?	?	?	0
弄	弄	弄	nong4	nòng	do; manage; to handle; make	0
亡	?	?	?	?	?	0
桥	橋	橋	qiao2	qiáo	bridge	0
輩	?	?	?	?	?	0
閃	?	?	?	?	?	0
隱	?	?	?	?	?	0
勁	?	?	?	?	?	0
鬧	?	?	?	?	?	0
恐	?	?	?	?	?	0
呀	呀	呀	ya	ya	ah; oh; (used for 啊 after words ending with a, e, i, o, or ü)	0
付	?	?	?	?	?	0
敬	?	?	?	?	?	0
監	?	?	?	?	?	0
廳	?	?	?	?	?	0
庫	?	?	?	?	?	0
震	?	?	?	?	?	0
材	?	?	?	?	?	0
冰	?	?	?	?	?	0
醒	醒	醒	xing3	xǐng	wake up	0
慶	?	?	?	?	?	0
绿	綠	綠	lv4	lǜ	green	0
腿	腿	腿	tui3	tuǐ	leg	0
述	?	?	?	?	?	0
徐	?	?	?	?	?	0
尊	?	?	?	?	?	0
硬	硬	硬	ying4	yìng	hard; stiff; obstinately	0
額	?	?	?	?	?	0
誤	?	?	?	?	?	0
借	借	借	jie4	jiè	lend; borrow; excuse	0
納	?	?	?	?	?	0
折	折	折	zhe2	zhé	to break; to fracture; convert into; to fold	0
售	?	?	?	?	?	0
遺	?	?	?	?	?	0
暴	?	?	?	?	?	0
缺	?	?	?	?	?	0
迷	?	?	?	?	?	0
魯	?	?	?	?	?	0
探	?	?	?	?	?	0
貨	?	?	?	?	?	0
童	?	?	?	?	?	0
緩	?	?	?	?	?	0
偉	?	?	?	?	?	0
君	?	?	?	?	?	0
莊	?	?	?	?	?	0
凡	?	?	?	?	?	0
危	?	?	?	?	?	0
燒	?	?	?	?	?	0
彩	?	?	?	?	?	0
抢	搶	搶	qiang3, qiang1	qiǎng, qiāng	fight over; vie for; grab; rush | bump against	0
控	?	?	?	?	?	0
胸	胸	胸	xiong1	xiōng	chest; bosom; heart	0
戲	?	?	?	?	?	0
篇	篇	篇	pian1	piān	sheet; (mw for articles); piece of writing	0
趣	?	?	?	?	?	0
束	束	束	shu4	shù	to tie; to bind; restrain; (mw for bunches, bundles, bouquets, etc.)	0
謂	?	?	?	?	?	0
概	?	?	?	?	?	0
射	?	?	?	?	?	0
课	課	課	ke4	kè	class; subject; lesson; course	0
洞	洞	洞	dong4	dòng	cave; hole	0
麻	?	?	?	?	?	0
杯	?	?	?	?	?	0
透	?	?	?	?	?	0
郵	?	?	?	?	?	0
榮	?	?	?	?	?	0
懂	懂	懂	dong3	dǒng	understand; know	0
擁	?	?	?	?	?	0
獻	?	?	?	?	?	0
洗	洗	洗	xi3	xǐ	to wash; bathe	0
休	?	?	?	?	?	0
迫	?	?	?	?	?	0
嘆	?	?	?	?	?	0
狗	狗	狗	gou3	gǒu	dog	0
偷	偷	偷	tou1	tōu	steal; pilfer	0
阴	陰	陰	yin1	yīn	cloudy (weather); yin (the negative principle of Yin and Yang); secret; the moon; negative; shade	0
汽	?	?	?	?	?	0
拜	?	?	?	?	?	0
横	橫	橫	heng2	héng	horizontal; across; (horizontal character stroke)	0
鼓	?	?	?	?	?	0
健	?	?	?	?	?	0
厚	厚	厚	hou4	hòu	thick (for flat things); generous	0
签	簽	簽	qian1	qiān	bamboo used for drawing lots; toothpick; to sign (one's name)	0
丹	?	?	?	?	?	0
洛	?	?	?	?	?	0
喊	喊	喊	han3	hǎn	call; cry; shout	0
蓉	?	?	?	?	?	0
輪	?	?	?	?	?	0
岸	岸	岸	an4	àn	bank; shore; beach; coast	0
奶	?	?	?	?	?	0
淡	淡	淡	dan4	dàn	diluted; weak; thin	0
潮	?	?	?	?	?	0
訓	?	?	?	?	?	0
圆	圓	圓	yuan2	yuán	round; circular; formal unit of Chinese currency	0
卷	卷	卷	juan3	juǎn	to roll (up); to coil; (mw for tapes)	0
釋	?	?	?	?	?	0
諸	?	?	?	?	?	0
妙	?	?	?	?	?	0
唯	?	?	?	?	?	0
奪	?	?	?	?	?	0
逐	?	?	?	?	?	0
燕	?	?	?	?	?	0
呆	呆	呆	dai1	dāi	stupid; foolish; blank; dumbstruck; to stay	0
測	?	?	?	?	?	0
浪	?	?	?	?	?	0
抽	?	?	?	?	?	0
盖	蓋	蓋	gai4	gài	lid; top; cover; to build	0
偏	?	?	?	?	?	0
閱	?	?	?	?	?	0
購	?	?	?	?	?	0
途	?	?	?	?	?	0
縱	?	?	?	?	?	0
耶	?	?	?	?	?	0
摸	摸	摸	mo1	mō	to touch; to stroke; fish out; feel out	0
掛	?	?	?	?	?	0
航	?	?	?	?	?	0
擇	?	?	?	?	?	0
恨	恨	恨	hen4	hèn	to hate	0
舍	?	?	?	?	?	0
拳	?	?	?	?	?	0
竹	?	?	?	?	?	0
唐	?	?	?	?	?	0
譽	?	?	?	?	?	0
乘	乘	乘	cheng2	chéng	to ride; to mount; make use of; multiply	0
弱	弱	弱	ruo4	ruò	weak; feeble; young	0
檢	?	?	?	?	?	0
宮	?	?	?	?	?	0
儀	?	?	?	?	?	0
旗	?	?	?	?	?	0
含	?	?	?	?	?	0
袁	?	?	?	?	?	0
址	?	?	?	?	?	0
摆	擺	擺	bai3	bǎi	to put (on); arrange; to sway; pendulum	0
奧	?	?	?	?	?	0
番	番	番	fan1	fān	(mw for acts or deeds); foreign	0
混	?	?	?	?	?	0
滅	?	?	?	?	?	0
握	?	?	?	?	?	0
牙	?	?	?	?	?	0
慮	?	?	?	?	?	0
召	?	?	?	?	?	0
猛	?	?	?	?	?	0
宽	寬	寬	kuan1	kuān	wide; broad; relaxed; lenient	0
盛	盛	盛	cheng2, sheng4	chéng, shèng	contain; to ladle; to fill | flourishing; grand; abundant	0
核	?	?	?	?	?	0
袋	?	?	?	?	?	0
紹	?	?	?	?	?	0
補	?	?	?	?	?	0
典	?	?	?	?	?	0
圈	圈	圈	quan1	quān	circle; ring; (mw for loops, orbits, etc.)	0
丰	?	?	?	?	?	0
雅	?	?	?	?	?	0
吉	?	?	?	?	?	0
贊	?	?	?	?	?	0
茶	茶	茶	cha2	chá	tea	0
亦	亦	亦	yi4	yì	also	0
谷	?	?	?	?	?	0
穩	?	?	?	?	?	0
匯	?	?	?	?	?	0
厲	?	?	?	?	?	0
届	屆	屆	jie4	jiè	arrive at; period; session; (mw for events; meetings; etc.)	0
跡	?	?	?	?	?	0
雷	雷	雷	lei2	léi	thunder	0
序	?	?	?	?	?	0
寒	?	?	?	?	?	0
附	?	?	?	?	?	0
雞	?	?	?	?	?	0
遭	?	?	?	?	?	0
挑	?	?	?	?	?	0
肩	?	?	?	?	?	0
憶	?	?	?	?	?	0
柔	?	?	?	?	?	0
戴	戴	戴	dai4	dài	put on; to wear; to respect	0
惜	?	?	?	?	?	0
隔	?	?	?	?	?	0
豪	?	?	?	?	?	0
誠	?	?	?	?	?	0
瑞	?	?	?	?	?	0
減	?	?	?	?	?	0
播	?	?	?	?	?	0
麼	?	?	?	?	?	0
針	?	?	?	?	?	0
棋	?	?	?	?	?	0
競	?	?	?	?	?	0
臂	臂	臂	bi4	bì	arm	0
挺	挺	挺	ting3	tǐng	straighten up; stick out; rather (good); very	0
操	?	?	?	?	?	0
腰	腰	腰	yao1	yāo	waist; lower back; pocket	0
狂	?	?	?	?	?	0
替	?	?	?	?	?	0
梅	?	?	?	?	?	0
固	?	?	?	?	?	0
倫	?	?	?	?	?	0
宋	?	?	?	?	?	0
鋼	?	?	?	?	?	0
諾	?	?	?	?	?	0
殘	?	?	?	?	?	0
延	?	?	?	?	?	0
虎	?	?	?	?	?	0
迅	?	?	?	?	?	0
災	?	?	?	?	?	0
悄	?	?	?	?	?	0
岳	?	?	?	?	?	0
喬	?	?	?	?	?	0
川	?	?	?	?	?	0
仇	?	?	?	?	?	0
季	?	?	?	?	?	0
吹	吹	吹	chui1	chuī	to blow; to blast; to puff	0
糧	?	?	?	?	?	0
聚	?	?	?	?	?	0
譯	?	?	?	?	?	0
珠	?	?	?	?	?	0
叔	?	?	?	?	?	0
謀	?	?	?	?	?	0
礎	?	?	?	?	?	0
仁	?	?	?	?	?	0
損	?	?	?	?	?	0
融	?	?	?	?	?	0
辆	輛	輛	liang4	liàng	(mw for vehicles)	0
凈	?	?	?	?	?	0
敏	?	?	?	?	?	0
伊	?	?	?	?	?	0
仙	?	?	?	?	?	0
巧	?	?	?	?	?	0
零	零	零	ling2	líng	zero; remnant	0
累	累	累	lei4	lèi	tired	0
享	?	?	?	?	?	0
伴	?	?	?	?	?	0
蕩	?	?	?	?	?	0
珍	?	?	?	?	?	0
勇	?	?	?	?	?	0
末	?	?	?	?	?	0
奮	?	?	?	?	?	0
膽	?	?	?	?	?	0
棄	?	?	?	?	?	0
煩	?	?	?	?	?	0
糊	?	?	?	?	?	0
猶	?	?	?	?	?	0
税	稅	稅	shui4	shuì	tax	0
培	?	?	?	?	?	0
抵	?	?	?	?	?	0
僧	?	?	?	?	?	0
鋒	?	?	?	?	?	0
乃	?	?	?	?	?	0
遙	?	?	?	?	?	0
摩	?	?	?	?	?	0
坦	?	?	?	?	?	0
後	?	?	?	?	?	0
眉	?	?	?	?	?	0
餐	?	?	?	?	?	0
慣	?	?	?	?	?	0
凭	憑	憑	ping2	píng	lean against; evidence; proof; no matter (what/how/etc.)	0
冠	?	?	?	?	?	0
抬	擡	擡	tai2	tái	to lift; to raise (with both palms up); carry (together)	0
碰	碰	碰	peng4	pèng	to touch; to bump; to encounter	0
幣	?	?	?	?	?	0
啟	?	?	?	?	?	0
碼	?	?	?	?	?	0
冒	?	?	?	?	?	0
汗	汗	汗	han4	hàn	sweat; perspiration; Khan	0
俗	?	?	?	?	?	0
灰	灰	灰	hui1	huī	ash; gray (grey); dust; lime	0
督	?	?	?	?	?	0
穷	窮	窮	qiong2	qióng	poor; exhausted	0
颇	頗	頗	po1	pō	rather; quite; inclined to one side	0
傾	?	?	?	?	?	0
尖	?	?	?	?	?	0
韓	?	?	?	?	?	0
貿	?	?	?	?	?	0
仿	?	?	?	?	?	0
孤	?	?	?	?	?	0
飘	飄	飄	piao1	piāo	to float; flutter	0
漫	?	?	?	?	?	0
予	?	?	?	?	?	0
紫	紫	紫	zi3	zǐ	purple	0
側	?	?	?	?	?	0
沿	?	?	?	?	?	0
拔	?	?	?	?	?	0
袖	?	?	?	?	?	0
梁	?	?	?	?	?	0
賞	?	?	?	?	?	0
幕	?	?	?	?	?	0
壁	?	?	?	?	?	0
旦	?	?	?	?	?	0
晨	?	?	?	?	?	0
純	?	?	?	?	?	0
閉	?	?	?	?	?	0
涼	?	?	?	?	?	0
掃	?	?	?	?	?	0
尤	?	?	?	?	?	0
炮	?	?	?	?	?	0
碗	碗	碗	wan3	wǎn	bowl; cup	0
貼	?	?	?	?	?	0
插	插	插	cha1	chā	to insert; stick in; pierce	0
滚	滾	滾	gun3	gǔn	to roll; get lost; to boil	0
緣	?	?	?	?	?	0
寺	?	?	?	?	?	0
貝	?	?	?	?	?	0
潤	?	?	?	?	?	0
氏	?	?	?	?	?	0
冬	冬	冬	dong1	dōng	winter	0
擴	?	?	?	?	?	0
欄	?	?	?	?	?	0
荒	?	?	?	?	?	0
哲	?	?	?	?	?	0
逼	?	?	?	?	?	0
吓	嚇	嚇	xia4	xià	frighten; to scare; intimidate	0
堆	堆	堆	dui1	duī	pile; heap; stack; crowd	0
撞	撞	撞	zhuang4	zhuàng	to hit; collide; run into	0
郎	?	?	?	?	?	0
俩	倆	倆	liang3	liǎng	(colloquial) two (people)	0
蓝	藍	藍	lan2	lán	blue	0
閑	?	?	?	?	?	0
辛	?	?	?	?	?	0
鏡	?	?	?	?	?	0
陪	陪	陪	pei2	péi	accompany; keep company	0
骑	騎	騎	qi2	qí	to ride (an animal or bike); to sit astride	0
蛋	?	?	?	?	?	0
促	?	?	?	?	?	0
羊	?	?	?	?	?	0
宜	?	?	?	?	?	0
嘛	嘛	嘛	ma, ma2	ma, má	(used to persuade somebody to do something); (particle indicating obviousness) | (colloqial) what?	0
顏	?	?	?	?	?	0
貧	?	?	?	?	?	0
幅	幅	幅	fu2	fú	width of cloth; size; (mw for pictures, paintings, textiles)	0
駐	?	?	?	?	?	0
萍	?	?	?	?	?	0
污	?	?	?	?	?	0
傑	?	?	?	?	?	0
扑	撲	撲	pu1	pū	to assault; rush at; throw oneself on	0
壯	?	?	?	?	?	0
薩	?	?	?	?	?	0
刑	?	?	?	?	?	0
憂	?	?	?	?	?	0
貌	?	?	?	?	?	0
獄	?	?	?	?	?	0
塞	?	?	?	?	?	0
鳳	?	?	?	?	?	0
孔	孔	孔	kong3	kǒng	hole	0
觸	?	?	?	?	?	0
戀	?	?	?	?	?	0
豈	?	?	?	?	?	0
森	?	?	?	?	?	0
繁	?	?	?	?	?	0
碎	碎	碎	sui4	suì	broken; break into pieces	0
津	?	?	?	?	?	0
俠	?	?	?	?	?	0
隆	?	?	?	?	?	0
遲	?	?	?	?	?	0
輝	?	?	?	?	?	0
狠	?	?	?	?	?	0
析	?	?	?	?	?	0
縮	?	?	?	?	?	0
穴	?	?	?	?	?	0
蕭	?	?	?	?	?	0
怨	?	?	?	?	?	0
磨	?	?	?	?	?	0
伏	?	?	?	?	?	0
辭	?	?	?	?	?	0
泥	?	?	?	?	?	0
齡	?	?	?	?	?	0
徑	?	?	?	?	?	0
鼻	?	?	?	?	?	0
賴	?	?	?	?	?	0
仰	?	?	?	?	?	0
憤	?	?	?	?	?	0
慕	?	?	?	?	?	0
俄	?	?	?	?	?	0
映	?	?	?	?	?	0
詢	?	?	?	?	?	0
慘	?	?	?	?	?	0
麥	?	?	?	?	?	0
宿	?	?	?	?	?	0
倍	倍	倍	bei4	bèi	(two, three, etc)-fold; times (multiplier)	0
粗	?	?	?	?	?	0
騰	?	?	?	?	?	0
稍	?	?	?	?	?	0
截	?	?	?	?	?	0
染	染	染	ran3	rǎn	dye; to catch (a disease)	0
烏	?	?	?	?	?	0
愈	愈	愈	yu4	yù	recover; heal; the more ... the more	0
崗	?	?	?	?	?	0
柳	?	?	?	?	?	0
